fy,page,order,post,kind,section,section_basis,stated_members,person,vacancies,term_expires,note,size_check
2023,13,151,MONTACHUSETT JOINT TRANSPORTATION COMMITTEE,officer,appointed,,,,1,,Vacant-Select Board Representative,no check
2023,13,152,MONTACHUSETT METROPOLITAN PLANNING ORGANIZATION,officer,appointed,,,Caesar Nuzzolo-Select Board Representative,0,,,no check
2023,14,153,MONTACHUSETT REGIONAL PLANNING COMMISSION,officer,appointed,,,Amanda Reid-Planning Board,0,,,no check
2023,14,154,MONTACHUSETT REGIONAL PLANNING COMMISSION,officer,appointed,,,,1,,Vacant-Select Board,no check
2023,14,155,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,,Barbara Reynolds,0,2027,,no check
2023,14,156,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,,OPEN SPACE COMMITTEE (ad hoe),0,,,no check
2023,14,157,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,,Matthew Allison-Planning Board,0,,,no check
2023,14,158,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,,,1,,Vacancy-Member at Large Ana Lockwood-Parks Commission,no check
2023,14,159,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,,Brandon Kibbe-Member at Large,0,,,no check
2023,14,160,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,,Eric Hinds-Member at Large,0,,,no check
2023,14,161,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,,Mary Wilson-Conservation Commission,0,,,no check
2023,14,162,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,,Michael Toohill-Member at Large,0,,,no check
2023,14,163,PERSONNEL COMMITTEE,board seat,appointed,,5,Susan Andrews,0,2026,,check failed
2023,14,164,PERSONNEL COMMITTEE,board seat,appointed,,5,Joanna Bilotta-Simeone,0,2025,,check failed
2023,14,165,PERSONNEL COMMITTEE,board seat,appointed,,5,Erik Arnold,0,,resigned 2/2023,check failed
2023,14,166,PERSONNEL COMMITTEE,board seat,appointed,,5,Donna Fortune,0,2023,,check failed
2023,14,167,PERSONNEL COMMITTEE,board seat,appointed,,5,Wendy Bertrand,0,2025,,check failed
2023,14,168,PERSONNEL COMMITTEE,board seat,appointed,,5,,1,,1 Vacancy- 2026,check failed
2023,14,169,PERSONNEL COMMITTEE,board seat,appointed,,5,"Julie Belliveau-Town Employee, Non-voting Member",0,,,check failed
2023,14,170,POLICE CHIEF,officer,appointed,,,Thomas Gammel,0,,,no check
2023,14,171,POUND KEEPER,officer,appointed,,,,1,,Vacant,no check
2023,14,172,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,,5,Steve Archambault,0,2024,,checked
2023,14,173,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,,5,Faith Beall,0,2024,,checked
2023,14,174,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,,5,Peter Lincoln,0,2024,,checked
2023,14,175,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,,5,Paul Sarapsas,0,2026,,checked
2023,14,176,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,,5,Steven Walker,0,2026,,checked
2023,14,177,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,General Requests-Heather Lemieux-Supervisor,0,,,no check
2023,14,178,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,Police Department-Lt. Jeffrey Thibodeau,0,,,no check
2023,14,179,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,"Fire Dept.-Karen Weller, Admin. Asst./EMS Coordinator",0,,,no check
2023,14,180,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,School Dept.-Liz Petersen,0,,,no check
2023,15,181,RECREATION DIRECTOR,officer,appointed,,,Angela Clement,0,,,no check
2023,15,182,STORM WATER TASK FORCE,board seat,appointed,,5,John Beale-Member at Large Renee Emkey-Select Board Representative,0,,,check failed
2023,15,183,STORM WATER TASK FORCE,board seat,appointed,,5,,1,,Vacant-Conservation Commission,check failed
2023,15,184,TAX COLLECTOR/TREASURER/TAX CUSTODIAN,officer,appointed,,,Myleen Mallari,0,,,no check
2023,15,185,ASSISTANT TAX COLLECTOR/TREASURER,officer,appointed,,,Susan Murchie,0,,,no check
2023,15,186,ASSISTANT TOWN CLERK,officer,appointed,,,Ellen Griffin,0,,,no check
2023,15,187,TOWN COUNSEL,officer,appointed,,,"Mead, Talerman & Costa, LLC",0,,,no check
2023,15,188,TOWN COUNSEL,officer,appointed,,,Mirick O'Connell,0,,,no check
2023,15,189,TOWN CLOCKWINDERS,officer,appointed,,,Tom Alonzo,0,,,no check
2023,15,190,TOWN CLOCKWINDERS,officer,appointed,,,Louis Franco,0,,,no check
2023,15,191,TOWN CLOCKWINDERS,officer,appointed,,,Michael Kidney,0,,,no check
2023,15,192,TOWN CLOCKWINDERS,officer,appointed,,,William Tyler,0,,,no check
2023,15,193,TOWN CLOCKWINDERS,officer,appointed,,,Chuck Venezia,0,,,no check
2023,15,194,TREE WARDEN,officer,appointed,,,William Bernard,0,,,no check
2023,15,195,INTERIM VETERANS SERVICES AGENT,officer,appointed,,,Michelle Durkee.,0,,,no check
2023,15,196,ZONING BOARD OF APPEALS,board seat,appointed,,5,James Besarkarski,0,2026,,checked
2023,15,197,ZONING BOARD OF APPEALS,board seat,appointed,,5,Alfred Gravelle,0,2025,,checked
2023,15,198,ZONING BOARD OF APPEALS,board seat,appointed,,5,Patrick Callahan,0,2027,,checked
2023,15,199,ZONING BOARD OF APPEALS,board seat,appointed,,5,Hans Wentrup,0,2026,,checked
2023,15,200,ZONING BOARD OF APPEALS,board seat,appointed,,5,David Blatt,0,2027,,checked
2023,15,201,ZBA ASSOCIATE MEMBER,board seat,appointed,,,Anthony Nicastro,0,2025,,no check
2023,15,202,ZBA ASSOCIATE MEMBER,board seat,appointed,,,Steve Dubois,0,2026,,no check
2023,15,203,ZBA ASSOCIATE MEMBER,board seat,appointed,,,Donald Gurney,0,2025,,no check
2024,6,1,TOTAL AREA- 26.63 MILES,officer,,,,member School Committee.,0,,,no check
2024,6,2,TOTAL AREA- 26.63 MILES,officer,,,,Follow us on Facebook at https://www.facebook.com/townoflunenburgma,0,,,no check
2024,6,3,TOTAL AREA- 26.63 MILES,officer,,,,Follow us on Instagram at https://instagram.com/townoflunenburgma,0,,,no check
2024,8,4,Board of Assessors,board seat,elected,,3,Brian Laffond,0,2025,,checked
2024,8,5,Board of Assessors,board seat,elected,,3,Sarah Cammer,0,2027,,checked
2024,8,6,Board of Assessors,board seat,elected,,3,John T. Rabbitt,0,2026,,checked
2024,8,7,Board of Health,board seat,elected,,5,George Emond Jr.,0,2025,,checked
2024,8,8,Board of Health,board seat,elected,,5,Paul J. Fortin,0,2027,,checked
2024,8,9,Board of Health,board seat,elected,,5,Perry R. Jewell,0,2026,,checked
2024,8,10,Board of Health,board seat,elected,,5,Matthew Procter,0,2027,,checked
2024,8,11,Board of Health,board seat,elected,,5,Evan Watters,0,2026,,checked
2024,8,12,Select Board,board seat,elected,,5,Thomas Alonzo,0,2025,,checked
2024,8,13,Select Board,board seat,elected,,5,Amanda Moore,0,2027,,checked
2024,8,14,Select Board,board seat,elected,,5,Michael-Ray Jeffreys,0,2025,,checked
2024,8,15,Select Board,board seat,elected,,5,Renee Emkey,0,2026,,checked
2024,8,16,Select Board,board seat,elected,,5,Caesar Nuzzolo,0,2026,,checked
2024,8,17,Cemetery Commission,board seat,elected,,3,David Dorren,0,2024,,checked
2024,8,18,Cemetery Commission,board seat,elected,,3,Nancy Foss Yasko,0,2025,,checked
2024,8,19,Cemetery Commission,board seat,elected,,3,,1,,Vacancy,checked
2024,8,20,Constable,board seat,elected,,,John E. Baker,0,2025,,no check
2024,8,21,Housing Authority,board seat,elected,,5,Deborah A.H. Christen- Governor's Appointee,0,2026,,checked
2024,8,22,Housing Authority,board seat,elected,,5,Linda M. McDonald,0,2029,,checked
2024,8,23,Housing Authority,board seat,elected,,5,Dale Proulx,0,2025,,checked
2024,8,24,Housing Authority,board seat,elected,,5,Nicole Waters,0,2026,,checked
2024,8,25,Housing Authority,board seat,elected,,5,Wayne Comeau- Tenant Member,0,2023,,checked
2024,8,26,Library Trustees,board seat,elected,,7,Laura Boussom,0,2027,,checked
2024,8,27,Library Trustees,board seat,elected,,7,Robert Conroy,0,2024,,checked
2024,8,28,Library Trustees,board seat,elected,,7,Harry Kubetz,0,2026,,checked
2024,8,29,Library Trustees,board seat,elected,,7,Richard N. Mailloux,0,2025,,checked
2024,8,30,Library Trustees,board seat,elected,,7,Donna Saiia,0,2025,,checked
2024,8,31,Library Trustees,board seat,elected,,7,Maia Wentrup,0,2027,,checked
2024,8,32,Library Trustees,board seat,elected,,7,Janalee Germaine Balish,0,2026,,checked
2024,8,33,Moderator,board seat,elected,,,Timothy W. Murphy,0,2027,,no check
2024,8,34,Parks Commission,board seat,elected,,5,Tim Lawless,0,2025,,checked
2024,8,35,Parks Commission,board seat,elected,,5,Karin Menard,0,2026,,checked
2024,8,36,Parks Commission,board seat,elected,,5,Colleen Shapiro,0,2026,,checked
2024,8,37,Parks Commission,board seat,elected,,5,Christopher Sullivan,0,2027,,checked
2024,8,38,Parks Commission,board seat,elected,,5,Anita Scheipers,0,2025,,checked
2024,9,39,Planning Board,board seat,elected,,5,Matthew Brenner,0,2026,,checked
2024,9,40,Planning Board,board seat,elected,,5,Matt Allison,0,2025,,checked
2024,9,41,Planning Board,board seat,elected,,5,Glenn McLeod,0,2029,,checked
2024,9,42,Planning Board,board seat,elected,,5,Amanda Reid,0,2027,,checked
2024,9,43,Planning Board,board seat,elected,,5,Timothy Russell Willsmer,0,2028,,checked
2024,9,44,School Committee,board seat,elected,,5,Carol Archambault,0,2025,,checked
2024,9,45,School Committee,board seat,elected,,5,Laura Brzozski,0,2026,,checked
2024,9,46,School Committee,board seat,elected,,5,Anthony Sculimbrene,0,2027,,checked
2024,9,47,School Committee,board seat,elected,,5,Brian Lehtinen,0,2025,,checked
2024,9,48,School Committee,board seat,elected,,5,Peter Beardmore,0,2026,,checked
2024,9,49,Sewer Commission - 1/2,board seat,elected,,5,Joseph Hurley,0,2024,,check failed
2024,9,50,Sewer Commission - 1/2,board seat,elected,,5,Scott Dall,0,2025,,check failed
2024,9,51,Sewer Commission - 1/2,board seat,elected,,5,Tont Reynolds,0,2025,,check failed
2024,9,52,Town Clerk,board seat,elected,,,Kathryn M. Herrick,0,2025,,no check
2024,9,53,Trust Fund Commission,board seat,elected,,3,Elaina Corcoran,0,2025,,check failed
2024,9,54,Trust Fund Commission,board seat,elected,,3,Corrine C. Scouten,0,2026,,check failed
2024,10,55,AGRICULTURAL COMMISSION,board seat,appointed,,5,Matthew Allison,0,,Resigned 6/3 2024,check failed
2024,10,56,AGRICULTURAL COMMISSION,board seat,appointed,,5,Greg Burns,0,2025,,check failed
2024,10,57,AGRICULTURAL COMMISSION,board seat,appointed,,5,Jennifer Duffy,0,2026,,check failed
2024,10,58,AGRICULTURAL COMMISSION,board seat,appointed,,5,Maryrae Holman,0,2025,,check failed
2024,10,59,AGRICULTURAL COMMISSION,board seat,appointed,,5,Jorge Marzuca-2024,0,,Resigned 6/3/2024,check failed
2024,10,60,AGRICULTURAL COMMISSION,board seat,appointed,,5,Ashley York-Aronovich,0,,Resigned 6/3/2024,check failed
2024,10,61,AGRICULTURAL COMMISSION,board seat,appointed,,5,Jacqueline Chabot,0,2025,,check failed
2024,10,62,Associate Members—(2),board seat,appointed,,,Ashley York-Aronovich-2026,0,,Resigned 6/3/2024,no check
2024,10,63,Associate Members—(2),board seat,appointed,,,Kira McClellan-Associate,0,2025,,no check
2024,10,64,AMERICANS WITH DISABILITIES COMMITTEE,board seat,appointed,,5,Select Board Representative-Renee Emkey,0,,,check failed
2024,10,65,AMERICANS WITH DISABILITIES COMMITTEE,board seat,appointed,,5,Barbar ingras Miner at aise,0,2024,,check failed
2024,10,66,AMERICANS WITH DISABILITIES COMMITTEE,board seat,appointed,,5,LoriAnn Tessier-Member at Large,0,2026,,check failed
2024,10,67,AMERICANS WITH DISABILITIES COMMITTEE,board seat,appointed,,5,Carolyn Rossi-Member at Large,0,2025,,check failed
2024,10,68,ANIMAL CONTROL OFFICER,officer,appointed,,,Kathleen M. Comeau,0,,,no check
2024,10,69,ANIMAL CONTROL OFFICER,officer,appointed,,,Kathleen M. Comeau,0,,,no check
2024,10,70,BUILDING COMMISSIONER/ZONING ENFORCEMENT OFFICER,officer,appointed,,,Brian Gingras,0,,,no check
2024,10,71,CAPITAL PLANNING COMMITTEE,board seat,appointed,,5,Tom Alonzo-Select Board,0,,,checked
2024,10,72,CAPITAL PLANNING COMMITTEE,board seat,appointed,,5,Matthew Brenner-Planning Board,0,,,checked
2024,10,73,CAPITAL PLANNING COMMITTEE,board seat,appointed,,5,Peter Beardmore-School Committee,0,,,checked
2024,10,74,CAPITAL PLANNING COMMITTEE,board seat,appointed,,5,Robert Bowen-Member at Large,0,,,checked
2024,10,75,CAPITAL PLANNING COMMITTEE,board seat,appointed,,5,David Passios- Finance Committee,0,,,checked
2024,11,76,CONSERVATION COMMISSION,board seat,appointed,,7,Richard Bursch,0,2026,,checked
2024,11,77,CONSERVATION COMMISSION,board seat,appointed,,7,Chris St. Germain,0,2026,,checked
2024,11,78,CONSERVATION COMMISSION,board seat,appointed,,7,Mike Larouche,0,2027,,checked
2024,11,79,CONSERVATION COMMISSION,board seat,appointed,,7,Peter Stella,0,2025,,checked
2024,11,80,CONSERVATION COMMISSION,board seat,appointed,,7,Jenny Pewtherer,0,2027,,checked
2024,11,81,CONSERVATION COMMISSION,board seat,appointed,,7,Jeffrey Viviano,0,2025,,checked
2024,11,82,CONSERVATION COMMISSION,board seat,appointed,,7,Mary Wilson,0,2025,,checked
2024,11,83,COUNCIL ON AGING,board seat,appointed,,11,Helen Balcom,0,2027,,checked
2024,11,84,COUNCIL ON AGING,board seat,appointed,,11,Cathy Beale,0,2027,,checked
2024,11,85,COUNCIL ON AGING,board seat,appointed,,11,Elena Christopher,0,2026,,checked
2024,11,86,COUNCIL ON AGING,board seat,appointed,,11,Ana Lockwood,0,2027,,checked
2024,11,87,COUNCIL ON AGING,board seat,appointed,,11,Deborah Lincoln,0,2027,,checked
2024,11,88,COUNCIL ON AGING,board seat,appointed,,11,Peter Lincoln,0,2025,,checked
2024,11,89,COUNCIL ON AGING,board seat,appointed,,11,James McGuigan,0,2025,,checked
2024,11,90,COUNCIL ON AGING,board seat,appointed,,11,Diane Nowd,0,2026,,checked
2024,11,91,COUNCIL ON AGING,board seat,appointed,,11,Jane Rabbitt,0,2025,,checked
2024,11,92,COUNCIL ON AGING,board seat,appointed,,11,Susan O'Sullivan,0,2025,,checked
2024,11,93,COUNCIL ON AGING,board seat,appointed,,11,Judith Tarbell,0,2025,,checked
2024,11,94,COUNCIL ON AGING DIRECTOR,officer,appointed,,,Susan Doherty,0,,,no check
2024,11,95,CULTURAL COUNCIL,board seat,appointed,,5-22,Diane Beaudoin,0,2025,,checked
2024,11,96,CULTURAL COUNCIL,board seat,appointed,,5-22,Daniel Burns,0,2027,,checked
2024,11,97,CULTURAL COUNCIL,board seat,appointed,,5-22,Elise Wiley,0,2027,,checked
2024,11,98,CULTURAL COUNCIL,board seat,appointed,,5-22,Karen Kemp,0,2027,,checked
2024,11,99,CULTURAL COUNCIL,board seat,appointed,,5-22,Donna Saiia,0,2027,,checked
2024,11,100,CULTURAL COUNCIL,board seat,appointed,,5-22,Kirsten Snape,0,2025,,checked
2024,11,101,CULTURAL COUNCIL,board seat,appointed,,5-22,Elise Wiley,0,2024,,checked
2024,11,102,CULTURAL COUNCIL,board seat,appointed,,5-22,Chriztine Foltz,0,2027,,checked
2024,11,103,DAM KEEPER,officer,appointed,,,Ronald Wilson,0,,,no check
2024,11,104,ASSISTANT DAM KEEPER,officer,appointed,,,Richard Patry,0,,,no check
2024,11,105,DPW DIRECTOR,officer,appointed,,,William Bernard,0,,,no check
2024,11,106,ECONOMIC DEVELOPMENT COMMITTEE,board seat,appointed,,,Maryrae Holman-Agricultural Commission,0,,,no check
2024,11,107,ECONOMIC DEVELOPMENT COMMITTEE,board seat,appointed,,,Cathy Clark-Member at Large,0,,,no check
2024,11,108,ECONOMIC DEVELOPMENT COMMITTEE,board seat,appointed,,,Jeanne Dupre-Member at Large,0,,,no check
2024,11,109,ECONOMIC DEVELOPMENT COMMITTEE,board seat,appointed,,,Joeci Gilchrest-Member at Large,0,,,no check
2024,11,110,ECONOMIC DEVELOPMENT COMMITTEE,board seat,appointed,,,Ana Lockwood- Open Space Committee,0,,,no check
2024,12,111,Ex Officio Members,officer,appointed,,,Louis Franco-Select Board,0,,,no check
2024,12,112,ELECTION WORKERS,officer,appointed,,,Warden: Glen Reinhardt,0,,,no check
2024,12,113,ELECTION WORKERS,officer,appointed,,,Deputy Warden: Judy Halligan (R),0,,,no check
2024,12,114,ELECTION WORKERS,officer,appointed,,,"Clerks: Kathleen Pliska (D) and Judy Haley (D),",0,,,no check
2024,12,115,ELECTION WORKERS,officer,appointed,,,Inspectors: Sue Andrews (D) and Kathy Reinhardt (R);,0,,,no check
2024,12,116,FIRE CHIEF/ EMERGENCY MANAGEMENTDIRECTOR/ FOREST WARDEN,officer,appointed,,,Patrick Sullivan,0,,,no check
2024,12,117,FIELD DRIVER,officer,appointed,,,Kathleen M. Comeau,0,,,no check
2024,12,118,FINANCE COMMITTEE,board seat,appointed,,7,Thomas Balish,0,,resigned 6/2023,check failed
2024,12,119,FINANCE COMMITTEE,board seat,appointed,,7,Peter Beardmore,0,2025,,check failed
2024,12,120,FINANCE COMMITTEE,board seat,appointed,,7,Thomas Gray,0,2024,,check failed
2024,12,121,FINANCE COMMITTEE,board seat,appointed,,7,Chris Menard,0,2026,,check failed
2024,12,122,FINANCE COMMITTEE,board seat,appointed,,7,Jeanne Russell,0,2025,,check failed
2024,12,123,FINANCE COMMITTEE,board seat,appointed,,7,Jay Simeone,0,2026,,check failed
2024,12,124,FINANCE COMMITTEE,board seat,appointed,,7,Evan Watters,0,2025,,check failed
2024,12,125,FINANCE COMMITTEE,board seat,appointed,,7,Caesar Nuzzolo,0,,resigned 5/2023,check failed
2024,12,126,GREEN COMMUNITIES COMMITTEE,officer,appointed,,,David Blatt,0,,term expires 2024,no check
2024,12,127,GREEN COMMUNITIES COMMITTEE,officer,appointed,,,Matt Snyder,0,,term expires 2025,no check
2024,12,128,GREEN COMMUNITIES COMMITTEE,officer,appointed,,,Dave Passes,0,,term expires 2024,no check
2024,12,129,GREEN COMMUNITIES COMMITTEE,officer,appointed,,,Kim Duffy- Associate Member,0,,term expires 2024,no check
2024,12,130,GREEN COMMUNITIES COMMITTEE,officer,appointed,,,,1,,Vacancies-terms expire 2024,no check
2024,12,131,HAZARDOUS WASTE COORDINATOR,officer,appointed,,,Heather Lemieux,0,,,no check
2024,12,132,HEARINGS OFFICER,officer,appointed,,,Heather Lemieux,0,,,no check
2024,12,133,HISTORICAL COMMISSION,board seat,appointed,,3-7,Kevin Boussom,0,2026,,checked
2024,12,134,HISTORICAL COMMISSION,board seat,appointed,,3-7,C. William Lakso,0,2024,,checked
2024,12,135,HISTORICAL COMMISSION,board seat,appointed,,3-7,Richard McGrath,0,2027,,checked
2024,12,136,HISTORICAL COMMISSION,board seat,appointed,,3-7,Jennifer Sanderson,0,2026,,checked
2024,13,137,INSPECTOR OF PLUMBING/GAS,officer,appointed,,,Gary Williams,0,,,no check
2024,13,138,ASST. INSPECTOR OF PLUMBING/GAS,officer,appointed,,,Richard Kapenas,0,,,no check
2024,13,139,INSPECTOR OF WEIGHTS & MEASURES,officer,appointed,,,Stephen E. Cullinane,0,,,no check
2024,13,140,INSPECTOR OF WIRING,officer,appointed,,,Jack Biery,0,,,no check
2024,13,141,INSPECTOR OF WIRING,officer,appointed,,,Baron Bowser,0,,appointed 9/2023,no check
2024,13,142,ASST. INSPECTOR OF WIRING,officer,appointed,,,Baron Bowser,0,,,no check
2024,13,143,ASST. INSPECTOR OF WIRING,officer,appointed,,,Jack Biery,0,,appointed 9/2023,no check
2024,13,144,LOCAL CENSUS LIAISON,officer,appointed,,,"Kathyrn M. Herrick, Town Clerk",0,,,no check
2024,13,145,LUNENBURG MUNICIPAL BUILDING DESIGN COMMITTEE,officer,appointed,,,Matthew Allison-Planning Board,0,,,no check
2024,13,146,LUNENBURG MUNICIPAL BUILDING DESIGN COMMITTEE,officer,appointed,,,David Blatt-Citizen at Large,0,,,no check
2024,13,147,LUNENBURG MUNICIPAL BUILDING DESIGN COMMITTEE,officer,appointed,,,Tom Gray-Finance Committee,0,,,no check
2024,13,148,LUNENBURG MUNICIPAL BUILDING DESIGN COMMITTEE,officer,appointed,,,Greg Roy-Citizen at Large,0,,,no check
2024,13,149,MART ADVISORY BOARD,officer,appointed,,,Caesar Nuzzolo,0,,,no check
2024,13,150,MONTACHUSETT JOINT TRANSPORTATION COMMITTEE,officer,appointed,,,Amanda Reid-Planning Board Representative,0,,,no check
2024,13,151,MONTACHUSETT JOINT TRANSPORTATION COMMITTEE,officer,appointed,,,,1,,Vacant-Select Board Representative,no check
2024,13,152,MONTACHUSETT METROPOLITAN PLANNING ORGANIZATION,officer,appointed,,,Caesar Nuzzolo-select Boara Kepresentative,0,,,no check
2024,14,153,PERSONNEL COMMITTEE,board seat,appointed,,5,,1,,1 Vacancy- 2026,check failed
2024,14,154,PERSONNEL COMMITTEE,board seat,appointed,,5,"Julie Belliveau-Town Employee, Non-voting Member",0,,,check failed
